Session ID,UserID,ShowID,Datestamp,,,
SE19038,6178261,s7643,2023-03-14,,,
SE19039,6732892,s1276,2023-04-09,,,
SE19040,1811959,s6672,2023-04-11,,,
SE19041,3526262,s417,2023-03-10,,,
SE19042,6605824,s7798,2020-06-26,,,
SE19043,5466160,s2571,2022-04-21,,,
SE19044,6290114,s2455,2023-03-13,,,
SE19045,560681,s1248,2023-02-05,,,
SE19046,6094701,s3827,2020-07-01,,,
SE19047,2977922,s2495,2020-11-30,,,
SE19048,4955777,s2685,2022-04-26,,,
SE19049,8541968,s1504,2023-04-01,,,
SE19050,9848691,s1440,2022-01-03,,,
SE19051,81415,s8656,2023-04-11,,,
SE19052,8186723,s6123,2019-08-17,,,
SE19053,6526196,s6683,2023-04-04,,,
SE19054,1212595,s6079,2023-04-13,,,
SE19055,5149990,s2442,2022-02-26,,,
SE19056,6280621,s2386,2020-07-22,,,
SE19057,4964451,s5995,2022-08-01,,,
SE19058,6663903,s5641,2020-07-25,,,
SE19059,7158557,s1362,2022-09-25,,,
SE19060,6158389,s2756,2023-03-06,,,
SE19061,731788,s3230,2023-02-23,,,
SE19062,4334797,s4214,2023-04-17,,,
SE19063,4462728,s8169,2023-04-12,,,
SE19064,2609900,s8651,2023-03-24,,,
SE19065,4696066,s1225,2021-12-08,,,
SE19066,4566039,s4585,2023-02-04,,,
SE19067,687992,s417,2023-02-08,,,
SE19068,4591141,s8572,2023-03-09,,,
SE19069,7772600,s8792,2023-02-02,,,
SE19070,4313993,s3704,2023-04-18,,,
SE19071,3496179,s3731,2020-03-09,,,
SE19072,2646587,s4035,2023-02-28,,,
SE19073,2944692,s4465,2023-02-14,,,
SE19074,2288498,s5527,2023-03-27,,,
SE19075,1884191,s6338,2023-03-14,,,
SE19076,208124,s6525,2022-11-15,,,
SE19077,7849760,s1830,2023-04-10,,,
SE19078,3475751,s3552,2023-02-01,,,
SE19079,6419412,s8291,2023-03-23,,,
SE19080,7183844,s7072,2023-04-14,,,
SE19081,1943986,s1570,2023-04-17,,,
SE19082,1683851,s1760,2022-12-24,,,
SE19083,2922021,s859,2018-03-15,,,
SE19084,3590159,s5900,2023-04-11,,,
SE19085,1571767,s1692,2023-03-31,,,
SE19086,1544720,s1277,2023-04-16,,,
SE19087,6635142,s5851,2023-03-18,,,
SE19088,7849760,s1903,2023-02-18,,,
SE19089,9292624,s3742,2022-10-23,,,
SE19090,3066549,s3902,2021-11-15,,,
SE19091,5003930,s5940,2023-01-12,,,
SE19092,6498301,s7604,2020-11-14,,,
SE19093,243402,s1954,2023-04-18,,,
SE19094,8382991,s8800,2023-03-07,,,
SE19095,638793,s7261,2021-04-09,,,
SE19096,6417078,s213,2023-04-17,,,
SE19097,3586334,s7253,2023-04-13,,,
SE19098,6599613,s4408,2022-09-10,,,
SE19099,2712612,s2594,2020-05-20,,,
SE19100,6917566,s6792,2021-10-04,,,
SE19101,7908111,s8219,2023-03-27,,,
SE19102,675162,s6807,2022-01-14,,,
SE19103,7094103,s1198,2022-12-04,,,
SE19104,9137290,s3562,2020-04-04,,,
SE19105,6388108,s5572,2023-04-01,,,
SE19106,4458021,s7464,2022-01-11,,,
SE19107,6390566,s2959,2023-01-25,,,
SE19108,7464237,s5274,2022-12-26,,,
SE19109,1611897,s7449,2023-02-27,,,
SE19110,5314229,s226,2023-04-04,,,
SE19111,5073371,s2437,2021-08-03,,,
SE19112,5565176,s129,2023-04-11,,,
SE19113,5366228,s451,2023-02-14,,,
SE19114,951214,s6610,2020-03-17,,,
SE19115,1732236,s5762,2021-05-03,,,
SE19116,1199898,s2068,2023-03-17,,,
SE19117,8191958,s2573,2023-04-17,,,
SE19118,5585172,s867,2023-02-27,,,
SE19119,6323682,s2366,2023-03-23,,,
SE19120,1544720,s8107,2023-04-05,,,
SE19121,5544548,s5030,2023-04-02,,,
SE19122,1266273,s4667,2023-03-28,,,
SE19123,8836986,s6315,2023-02-09,,,
SE19124,8095710,s1863,2021-01-05,,,
SE19125,7054680,s2564,2022-12-13,,,
SE19126,1131342,s4393,2023-03-21,,,
SE19127,4711748,s2185,2022-03-24,,,
SE19128,7602826,s2702,2023-04-10,,,
SE19129,4837080,s4913,2022-08-26,,,
SE19130,7361156,s2522,2021-06-16,,,
SE19131,3836223,s2251,2022-09-17,,,
SE19132,2226249,s6038,2022-11-01,,,
SE19133,6430843,s534,2023-03-11,,,
SE19134,9826499,s6907,2023-04-04,,,
SE19135,7598935,s7710,2023-02-10,,,
SE19136,6096950,s5960,2021-01-29,,,
SE19137,46558,s7381,2023-04-04,,,
SE19138,2714907,s2257,2023-02-16,,,
SE19139,4495018,s2350,2023-04-16,,,
SE19140,3146857,s3195,2022-10-13,,,
SE19141,6266201,s8532,2023-04-12,,,
SE19142,6518161,s8662,2020-04-09,,,
SE19143,4301535,s7092,2020-10-20,,,
SE19144,4590528,s5631,2023-03-28,,,
SE19145,675162,s5098,2020-07-21,,,
SE19146,6857323,s8023,2020-09-20,,,
SE19147,1913894,s6016,2019-07-21,,,
SE19148,6445869,s8606,2021-09-23,,,
SE19149,3087381,s3811,2019-07-13,,,
SE19150,2979537,s5413,2023-03-18,,,
SE19151,4267032,s6668,2023-03-17,,,
SE19152,2980899,s2259,2023-03-31,,,
SE19153,8970722,s4942,2023-04-12,,,
SE19154,2643104,s8606,2023-04-19,,,
SE19155,8195434,s6092,2022-09-18,,,
SE19156,1285257,s2657,2022-02-07,,,
SE19157,8189722,s5008,2023-03-29,,,
SE19158,39454,s6252,2023-04-10,,,
SE19159,46475,s499,2023-04-17,,,
SE19160,5860979,s4780,2022-12-08,,,
SE19161,9958474,s1375,2022-09-11,,,
SE19162,5180993,s406,2023-03-05,,,
SE19163,284886,s7040,2022-04-07,,,
SE19164,575283,s839,2022-01-28,,,
SE19165,9965303,s6278,2020-05-10,,,
SE19166,1288368,s1728,2023-03-24,,,
SE19167,6823314,s5763,2023-04-20,,,
SE19168,9964163,s3259,2023-04-12,,,
SE19169,4868063,s7109,2023-02-28,,,
SE19170,6066837,s1473,2023-03-02,,,
SE19171,5437924,s1250,2023-04-19,,,
SE19172,2692570,s2926,2020-06-09,,,
SE19173,7816399,s354,2022-06-17,,,
SE19174,6529574,s1029,2023-03-10,,,
SE19175,4351917,s169,2023-04-18,,,
SE19176,8420353,s6251,2023-04-03,,,
SE19177,7240294,s6906,2023-03-16,,,
SE19178,4436729,s3462,2023-04-19,,,
SE19179,1022846,s4657,2023-03-27,,,
SE19180,9940319,s8307,2023-04-06,,,
SE19181,3738323,s3554,2023-03-17,,,
SE19182,1135464,s3122,2022-06-09,,,
SE19183,5046273,s4303,2022-10-15,,,
SE19184,8000477,s2151,2023-03-11,,,
SE19185,6391139,s7944,2023-01-05,,,
SE19186,39454,s5707,2023-03-30,,,
SE19187,1526792,s7109,2023-03-09,,,
SE19188,266733,s3818,2021-12-14,,,
SE19189,894843,s8677,2023-02-14,,,
SE19190,2821032,s4367,2023-02-05,,,
SE19191,7897530,s2959,2023-02-25,,,
SE19192,271798,s4951,2023-03-17,,,
SE19193,3275059,s1559,2023-04-19,,,
SE19194,2142364,s2736,2022-10-01,,,
SE19195,4252832,s7513,2019-05-21,,,
SE19196,8165760,s7162,2023-04-10,,,
SE19197,5402104,s3256,2022-01-07,,,
SE19198,6636151,s4240,2023-04-05,,,
SE19199,5526012,s8383,2021-07-18,,,
SE19200,7651132,s4663,2022-08-13,,,
SE19201,1917549,s2216,2023-03-11,,,
SE19202,309361,s6941,2023-01-01,,,
SE19203,7339086,s1229,2023-04-12,,,
SE19204,1803222,s5752,2023-04-11,,,
SE19205,6460043,s100,2022-10-04,,,
SE19206,2154020,s4966,2023-04-07,,,
SE19207,4136242,s5795,2023-04-19,,,
SE19208,6078017,s467,2023-04-20,,,
SE19209,310636,s8723,2023-04-06,,,
SE19210,2393076,s3677,2023-04-08,,,
SE19211,8596317,s6654,2023-01-16,,,
SE19212,1135464,s6222,2020-08-23,,,
SE19213,6352551,s4572,2022-09-08,,,
SE19214,9899168,s5754,2023-03-16,,,
SE19215,9247940,s7870,2023-04-06,,,
SE19216,8169236,s6328,2022-11-28,,,
SE19217,1249237,s6381,2023-04-07,,,
SE19218,2821417,s2608,2023-02-20,,,
SE19219,2259220,s7725,2022-01-13,,,
SE19220,6425479,s7644,2023-03-18,,,
SE19221,4353984,s5040,2023-02-15,,,
SE19222,8555922,s8548,2021-07-08,,,
SE19223,7889020,s805,2023-03-08,,,
SE19224,7431160,s3301,2023-04-01,,,
SE19225,1512464,s7350,2022-10-26,,,
SE19226,3540234,s2013,2023-03-21,,,
SE19227,3971153,s7121,2023-03-31,,,
SE19228,2118126,s4322,2021-10-14,,,
SE19229,5238369,s5156,2023-04-18,,,
SE19230,9695484,s8668,2023-03-14,,,
SE19231,5858866,s591,2022-08-31,,,
SE19232,8619708,s49,2022-10-07,,,
SE19233,4016181,s3857,2020-01-11,,,
SE19234,5005839,s6229,2022-06-27,,,
SE19235,2192027,s3446,2022-09-05,,,
SE19236,3548102,s791,2022-09-02,,,
SE19237,1045446,s3256,2023-03-30,,,
SE19238,763124,s745,2020-04-01,,,
SE19239,2646892,s3601,2023-04-17,,,
SE19240,8195655,s1295,2023-03-23,,,
SE19241,1381812,s3613,2023-03-06,,,
SE19242,1713961,s412,2020-02-16,,,
SE19243,4440171,s989,2019-05-25,,,
SE19244,2308844,s1765,2023-02-18,,,
SE19245,4792854,s4844,2023-04-16,,,
SE19246,6177921,s1488,2023-04-05,,,
SE19247,1484457,s3897,2022-02-08,,,
SE19248,2697475,s653,2022-07-27,,,
SE19249,4048800,s2852,2022-06-30,,,
SE19250,8479870,s4290,2023-02-08,,,
SE19251,4556882,s7706,2023-03-22,,,
SE19252,5892104,s2420,2023-03-07,,,
SE19253,3641938,s1777,2023-01-22,,,
SE19254,9750196,s7769,2018-07-30,,,
SE19255,5154176,s5941,2023-02-06,,,
SE19256,1520294,s3926,2023-04-18,,,
SE19257,3713641,s2310,2023-03-16,,,
SE19258,2214066,s7520,2023-03-10,,,
SE19259,6258064,s5626,2022-11-15,,,
SE19260,4782674,s5327,2019-08-13,,,
SE19261,5868643,s3126,2023-02-20,,,
SE19262,4642244,s1269,2023-03-01,,,
SE19263,3326458,s6841,2023-04-19,,,
SE19264,4881553,s1678,2023-03-09,,,
SE19265,8280532,s4588,2023-04-13,,,
SE19266,1351570,s2799,2023-04-14,,,
SE19267,8256339,s8584,2023-03-19,,,
SE19268,1121792,s8622,2023-01-12,,,
SE19269,855906,s1968,2022-08-30,,,
SE19270,6195282,s4839,2023-03-14,,,
SE19271,7232368,s8076,2023-04-05,,,
SE19272,5738056,s250,2023-02-10,,,
SE19273,2390907,s8739,2023-03-17,,,
SE19274,4621452,s589,2019-10-12,,,
SE19275,6996227,s365,2020-05-30,,,
SE19276,4790935,s3735,2023-01-10,,,
SE19277,5858866,s2029,2021-08-31,,,
SE19278,3399908,s8687,2022-05-15,,,
SE19279,941472,s4478,2022-06-20,,,
SE19280,5207947,s8622,2021-12-11,,,
SE19281,9698736,s6356,2019-03-23,,,
SE19282,1902978,s608,2023-03-24,,,
SE19283,6774113,s8731,2023-04-04,,,
SE19284,4192960,s3120,2023-03-11,,,
SE19285,7470822,s4465,2018-11-23,,,
SE19286,3034060,s1168,2022-02-16,,,
SE19287,7758389,s6546,2022-09-09,,,
SE19288,2699178,s5325,2023-04-20,,,
SE19289,2367684,s4480,2023-04-01,,,
SE19290,2315976,s6175,2023-04-09,,,
SE19291,9938415,s3670,2023-04-20,,,
SE19292,3676070,s7109,2023-04-20,,,
SE19293,6472419,s7450,2023-04-15,,,
SE19294,3709200,s4301,2022-11-12,,,
SE19295,8069287,s3906,2023-03-22,,,
SE19296,3682493,s6354,2023-01-26,,,
SE19297,2272455,s7936,2023-02-24,,,
SE19298,595971,s8756,2023-04-19,,,
SE19299,8285743,s8081,2023-03-16,,,
SE19300,6808797,s6270,2023-04-13,,,
SE19301,4172121,s2350,2023-04-16,,,
SE19302,3401070,s7219,2022-10-01,,,
SE19303,4126973,s5936,2020-10-30,,,
SE19304,4488970,s5124,2020-02-29,,,
SE19305,7681096,s1154,2023-03-12,,,
SE19306,5785795,s1487,2023-01-29,,,
SE19307,914945,s8671,2023-04-17,,,
SE19308,1924764,s6936,2023-04-09,,,
SE19309,8180022,s7525,2022-11-02,,,
SE19310,1808327,s8082,2023-04-07,,,
SE19311,5581004,s8644,2022-12-23,,,
SE19312,6380251,s3861,2022-06-08,,,
SE19313,8084159,s4940,2023-02-09,,,
SE19314,1860899,s2492,2023-04-20,,,
SE19315,5437595,s3033,2023-02-26,,,
SE19316,761481,s1917,2021-08-23,,,
SE19317,9965303,s7113,2021-04-06,,,
SE19318,7979729,s1858,2023-02-02,,,
SE19319,7820185,s4027,2023-01-29,,,
SE19320,117379,s726,2023-02-28,,,
SE19321,1860899,s1731,2023-03-25,,,
SE19322,2833877,s1040,2022-12-22,,,
SE19323,4099551,s4700,2023-04-15,,,
SE19324,6349378,s3971,2023-03-07,,,
SE19325,9801304,s241,2023-03-29,,,
SE19326,9179815,s3780,2023-03-02,,,
SE19327,6236589,s4589,2023-03-23,,,
SE19328,4476753,s4109,2022-07-15,,,
SE19329,5858786,s4094,2021-01-15,,,
SE19330,8075902,s2576,2022-11-22,,,
SE19331,4808986,s2242,2022-02-23,,,
SE19332,8232015,s7584,2022-04-08,,,
SE19333,6044844,s6465,2023-03-27,,,
SE19334,8171520,s416,2023-04-03,,,
SE19335,8697438,s452,2018-12-28,,,
SE19336,822739,s7781,2023-04-19,,,
SE19337,5782411,s2640,2022-07-30,,,
SE19338,4061441,s5714,2023-02-09,,,
SE19339,3983650,s1931,2023-04-15,,,
SE19340,5979500,s84,2020-02-03,,,
SE19341,571855,s8217,2023-03-08,,,
SE19342,4857899,s4304,2023-03-24,,,
SE19343,7970743,s8764,2019-06-14,,,
SE19344,9032146,s3182,2021-09-26,,,
SE19345,6405269,s3816,2023-04-18,,,
SE19346,9930449,s5716,2017-06-07,,,
SE19347,7330125,s7680,2023-04-14,,,
SE19348,164717,s7527,2023-03-18,,,
SE19349,4895499,s6882,2023-04-11,,,
SE19350,972100,s5540,2021-09-18,,,
SE19351,7981573,s2253,2021-08-06,,,
SE19352,5107411,s1960,2020-09-25,,,
SE19353,5354280,s3772,2022-11-21,,,
SE19354,6388108,s4975,2023-04-09,,,
SE19355,851630,s8186,2023-02-10,,,
SE19356,4044505,s7218,2022-03-05,,,
SE19357,701810,s4477,2023-03-11,,,
SE19358,304545,s4307,2023-03-04,,,
SE19359,9283332,s5660,2023-03-03,,,
SE19360,5526705,s3776,2023-02-13,,,
SE19361,9384660,s8536,2022-05-12,,,
SE19362,3928186,s2001,2023-04-11,,,
SE19363,4397068,s4436,2020-01-09,,,
SE19364,5352709,s2786,2023-02-15,,,
SE19365,5908955,s4923,2021-05-25,,,
SE19366,9283332,s6901,2023-03-15,,,
SE19367,6405269,s4433,2023-03-17,,,
SE19368,597363,s1187,2023-04-16,,,
SE19369,6624162,s6290,2022-07-12,,,
SE19370,4076268,s4185,2022-12-12,,,
SE19371,9061166,s3109,2022-10-26,,,
SE19372,1584940,s4755,2023-01-21,,,
SE19373,1462999,s5799,2023-04-10,,,
SE19374,5974673,s3634,2023-03-21,,,
SE19375,6020255,s6322,2021-04-07,,,
SE19376,3699011,s5409,2021-05-06,,,
SE19377,6750382,s5344,2023-04-15,,,
SE19378,3277211,s5739,2023-04-19,,,
SE19379,7108193,s386,2023-03-04,,,
SE19380,1014420,s8314,2022-11-30,,,
SE19381,8503380,s8060,2023-03-08,,,
SE19382,3671447,s3635,2023-02-18,,,
SE19383,1054412,s1440,2021-06-18,,,
SE19384,9177349,s1645,2023-04-01,,,
SE19385,4086411,s3104,2023-04-07,,,
SE19386,8592426,s4868,2020-02-19,,,
SE19387,8452708,s7064,2021-12-12,,,
SE19388,3355714,s2260,2021-03-09,,,
SE19389,7094009,s6329,2023-04-19,,,
SE19390,776289,s7514,2023-03-16,,,
SE19391,3538507,s1215,2023-01-28,,,
SE19392,3603982,s6928,2023-04-14,,,
SE19393,5988820,s4503,2023-03-08,,,
SE19394,5995100,s8769,2023-04-01,,,
SE19395,5880092,s6931,2023-03-28,,,
SE19396,2803928,s7702,2019-08-06,,,
SE19397,3986048,s5177,2019-09-03,,,
SE19398,602925,s6281,2023-04-14,,,
SE19399,793344,s4705,2023-03-01,,,
SE19400,7485283,s1247,2023-02-20,,,
SE19401,5898684,s6410,2023-04-16,,,
SE19402,8032580,s5888,2022-01-03,,,
SE19403,9879656,s3351,2023-04-09,,,
SE19404,8375895,s6843,2021-09-17,,,
SE19405,9794945,s6525,2023-04-16,,,
SE19406,2706879,s325,2022-07-04,,,
SE19407,1683851,s140,2022-12-15,,,
SE19408,3767596,s2959,2023-04-19,,,
SE19409,7659045,s445,2023-04-04,,,
SE19410,8725885,s7478,2022-09-24,,,
SE19411,9979572,s5829,2023-04-05,,,
SE19412,181451,s8112,2023-03-07,,,
SE19413,3718244,s5494,2023-04-10,,,
SE19414,5645418,s3350,2023-03-30,,,
SE19415,3744859,s7361,2023-03-22,,,
SE19416,2011466,s2363,2023-03-06,,,
SE19417,38637,s3868,2023-03-21,,,
SE19418,4061441,s2589,2023-03-17,,,
SE19419,105237,s1944,2023-04-16,,,
SE19420,4086411,s2801,2023-03-27,,,
SE19421,6819083,s7136,2020-05-15,,,
SE19422,8391525,s4259,2019-08-11,,,
SE19423,4270311,s4206,2023-03-04,,,
SE19424,3772435,s1526,2021-04-17,,,
SE19425,1698538,s6364,2023-03-17,,,
SE19426,3275941,s5697,2022-08-26,,,
SE19427,5045829,s8106,2022-05-31,,,
SE19428,4882488,s7900,2021-10-06,,,
SE19429,4393535,s4303,2023-02-19,,,
SE19430,1935762,s2328,2023-02-28,,,
SE19431,3075629,s4311,2023-03-16,,,
SE19432,261459,s1386,2022-01-19,,,
SE19433,1097354,s7224,2022-06-18,,,
SE19434,4478961,s1350,2023-02-15,,,
SE19435,2646892,s816,2023-04-12,,,
SE19436,9254863,s7837,2022-12-25,,,
SE19437,4516106,s2630,2023-04-17,,,
SE19438,4724287,s983,2020-03-08,,,
SE19439,149408,s13,2023-02-17,,,
SE19440,2093577,s3264,2023-04-13,,,
SE19441,954201,s6295,2023-01-26,,,
SE19442,6205106,s1801,2022-10-20,,,
SE19443,4773361,s2717,2023-04-11,,,
SE19444,9956137,s7894,2022-11-14,,,
SE19445,9423965,s2252,2023-01-14,,,
SE19446,1609901,s1674,2023-04-04,,,
SE19447,3396290,s3787,2023-04-19,,,
SE19448,4052484,s7918,2023-04-08,,,
SE19449,5529751,s6592,2023-03-28,,,
SE19450,5593471,s809,2023-04-10,,,
SE19451,4691857,s3862,2023-03-15,,,
SE19452,589344,s2607,2023-04-13,,,
SE19453,2038573,s4611,2022-01-06,,,
SE19454,8503380,s3241,2023-03-29,,,
SE19455,4274433,s6403,2021-08-02,,,
SE19456,7476793,s4672,2023-02-15,,,
SE19457,4642244,s7917,2023-02-21,,,
SE19458,398781,s5052,2023-04-19,,,
SE19459,598242,s5444,2021-11-14,,,
SE19460,6013907,s5868,2023-04-20,,,
SE19461,6380251,s4275,2023-03-30,,,
SE19462,2240024,s3454,2023-03-11,,,
SE19463,9774173,s796,2021-06-01,,,
SE19464,6186319,s4009,2022-08-03,,,
SE19465,3248429,s1134,2022-09-22,,,
SE19466,6530781,s7112,2022-10-15,,,
SE19467,3250885,s6277,2017-05-28,,,
SE19468,6774113,s712,2023-01-19,,,
SE19469,7942176,s5324,2023-02-21,,,
SE19470,5784148,s1427,2022-10-07,,,
SE19471,3297797,s3688,2023-04-17,,,
SE19472,7485283,s6921,2023-03-07,,,
SE19473,6984110,s8584,2023-04-20,,,
SE19474,4092666,s4747,2023-04-18,,,
SE19475,5526012,s5572,2021-10-31,,,
SE19476,6833578,s5126,2021-06-17,,,
SE19477,2629774,s3136,2023-03-02,,,
SE19478,7448792,s2460,2023-03-10,,,
SE19479,3414034,s4505,2022-12-24,,,
SE19480,5252967,s6173,2022-09-25,,,
SE19481,2307454,s7273,2023-04-20,,,
SE19482,3003176,s3647,2023-02-27,,,
SE19483,2370501,s6250,2019-07-26,,,
SE19484,8128999,s4726,2022-06-25,,,
SE19485,8691803,s7053,2022-05-31,,,
SE19486,4461590,s4508,2023-02-08,,,
SE19487,3567488,s75,2022-02-24,,,
SE19488,947868,s3792,2023-04-03,,,
SE19489,8004333,s8022,2020-10-05,,,
SE19490,1474301,s2312,2023-02-26,,,
SE19491,6325127,s4268,2023-03-15,,,
SE19492,354389,s7364,2023-03-19,,,
SE19493,9796744,s5021,2022-10-29,,,
SE19494,3275677,s1476,2023-04-19,,,
SE19495,2317307,s8496,2023-04-14,,,
SE19496,3297797,s2211,2023-03-31,,,
SE19497,5236824,s6618,2023-03-24,,,
SE19498,2336058,s6435,2023-01-25,,,
SE19499,7768502,s7209,2023-03-04,,,
SE19500,7048026,s2003,2023-04-03,,,
SE19501,2623449,s539,2023-04-20,,,
SE19502,4447217,s8468,2023-04-15,,,
SE19503,9995437,s7188,2022-01-23,,,
SE19504,5095251,s2089,2022-01-08,,,
SE19505,3866741,s5774,2020-02-27,,,
SE19506,5522439,s1989,2020-10-18,,,
SE19507,81415,s8179,2023-02-16,,,
SE19508,2470262,s641,2023-04-05,,,
SE19509,8355651,s632,2023-03-10,,,
SE19510,5858866,s4882,2022-06-21,,,
SE19511,7584763,s581,2023-03-21,,,
SE19512,7972396,s6626,2023-04-16,,,
SE19513,897306,s520,2021-04-04,,,
SE19514,5341858,s8455,2023-01-10,,,
SE19515,4544095,s7895,2023-01-15,,,
SE19516,6224133,s8668,2022-05-28,,,
SE19517,978483,s1686,2021-05-16,,,
SE19518,9229786,s340,2023-04-01,,,
SE19519,505292,s623,2023-02-26,,,
SE19520,3023967,s241,2023-03-01,,,
SE19521,4109899,s2754,2023-04-09,,,
SE19522,6935686,s6385,2022-10-20,,,
SE19523,943431,s4748,2020-02-12,,,
SE19524,3200937,s4007,2021-05-24,,,
SE19525,8501998,s3865,2022-10-19,,,
SE19526,6187979,s3469,2023-03-29,,,
SE19527,5833858,s4385,2022-07-10,,,
SE19528,6457493,s5576,2022-03-10,,,
SE19529,3674957,s1240,2021-06-13,,,
SE19530,4998295,s1357,2023-01-25,,,
SE19531,6129369,s8549,2023-02-19,,,
SE19532,4750261,s1065,2021-06-01,,,
SE19533,8245616,s8244,2023-02-17,,,
SE19534,5916953,s1884,2022-08-13,,,
SE19535,6377568,s1987,2023-03-31,,,
SE19536,7914952,s6454,2022-10-10,,,
SE19537,271798,s534,2023-04-16,,,
SE19538,9437210,s6947,2023-03-06,,,
SE19539,7431160,s2282,2023-02-23,,,
SE19540,1526131,s469,2021-07-04,,,
SE19541,8672909,s5753,2020-10-27,,,
SE19542,2971095,s3951,2023-02-02,,,
SE19543,6743644,s90,2023-03-18,,,
SE19544,8503380,s1213,2023-04-10,,,
SE19545,5601784,s3809,2022-02-07,,,
SE19546,5102696,s4466,2023-04-14,,,
SE19547,7108820,s4103,2023-04-12,,,
SE19548,8766098,s5887,2022-02-19,,,
SE19549,1812288,s3206,2020-01-15,,,
SE19550,8475236,s6828,2023-03-28,,,
SE19551,6072568,s2520,2023-02-20,,,
SE19552,3866741,s2049,2023-04-09,,,
SE19553,67644,s4277,2023-02-25,,,
SE19554,8656269,s5714,2017-10-20,,,
SE19555,6808797,s2670,2023-04-07,,,
SE19556,5649940,s7564,2023-01-11,,,
SE19557,635124,s1987,2021-12-20,,,
SE19558,5319340,s4788,2023-04-14,,,
SE19559,2016552,s8333,2022-01-09,,,
SE19560,7302939,s4260,2023-03-29,,,
SE19561,9553285,s2864,2023-02-02,,,
SE19562,4481459,s6419,2023-04-12,,,
SE19563,9286832,s7277,2023-03-06,,,
SE19564,591828,s1452,2022-10-26,,,
SE19565,4994862,s7738,2023-02-16,,,
SE19566,3944146,s5709,2023-04-20,,,
SE19567,8243170,s7043,2022-08-05,,,
SE19568,7344354,s3922,2023-01-24,,,
SE19569,8170470,s1090,2022-11-22,,,
SE19570,1284409,s7218,2023-04-01,,,
SE19571,694253,s5312,2023-04-19,,,
SE19572,9780736,s7377,2021-07-14,,,
SE19573,7710367,s2218,2021-06-02,,,
SE19574,7658810,s7659,2022-10-13,,,
SE19575,4626668,s1142,2023-03-31,,,
SE19576,8002183,s1532,2023-01-08,,,
SE19577,2782386,s5276,2023-03-27,,,
SE19578,8418489,s558,2023-02-08,,,
SE19579,5863041,s955,2023-04-15,,,
SE19580,573177,s6754,2023-02-20,,,
SE19581,1372670,s3466,2022-06-29,,,
SE19582,8760268,s3958,2023-03-23,,,
SE19583,6593336,s8596,2020-11-16,,,
SE19584,2634824,s6020,2021-11-18,,,
SE19585,4966845,s2264,2022-12-05,,,
SE19586,5480566,s5191,2021-09-13,,,
SE19587,2501275,s5120,2021-03-01,,,
SE19588,4136242,s3585,2023-03-29,,,
SE19589,5148376,s3301,2023-04-19,,,
SE19590,8300226,s7418,2023-04-02,,,
SE19591,2210973,s7098,2020-12-29,,,
SE19592,4630332,s2479,2023-04-14,,,
SE19593,3709074,s928,2023-03-02,,,
SE19594,7106781,s3466,2021-02-02,,,
SE19595,163998,s6289,2023-03-30,,,
SE19596,3083677,s3440,2023-04-02,,,
SE19597,7580946,s5755,2023-04-11,,,
SE19598,2712896,s2676,2023-02-18,,,
SE19599,4127425,s4397,2023-03-24,,,
SE19600,6342082,s6527,2022-05-27,,,
SE19601,9314388,s6531,2022-10-03,,,
SE19602,261937,s473,2023-04-17,,,
SE19603,3277334,s5668,2023-02-21,,,
SE19604,2830944,s7381,2023-04-18,,,
SE19605,8282589,s7646,2023-03-21,,,
SE19606,40299,s4058,2023-03-28,,,
SE19607,8610244,s4228,2023-02-22,,,
SE19608,8315938,s5507,2023-03-30,,,
SE19609,9755248,s6901,2022-08-28,,,
SE19610,8230613,s518,2023-03-14,,,
SE19611,996567,s7711,2023-03-12,,,
SE19612,9299664,s720,2021-07-30,,,
SE19613,4638601,s2488,2023-04-14,,,
SE19614,6621384,s786,2021-04-09,,,
SE19615,2840606,s2,2023-04-03,,,
SE19616,1869258,s4930,2023-04-20,,,
SE19617,1463205,s2724,2023-03-30,,,
SE19618,6046325,s6087,2023-03-08,,,
SE19619,9057839,s350,2023-04-08,,,
SE19620,1346122,s3697,2023-03-23,,,
SE19621,3087381,s4295,2021-03-12,,,
SE19622,9775753,s1464,2022-11-16,,,
SE19623,5299798,s1047,2023-04-16,,,
SE19624,1935762,s1399,2023-03-13,,,
SE19625,4717490,s1324,2021-05-14,,,
SE19626,5544548,s2238,2023-04-18,,,
SE19627,8851490,s3868,2023-04-13,,,
SE19628,3879754,s4061,2021-09-19,,,
SE19629,4692695,s8022,2020-05-08,,,
SE19630,5528640,s37,2022-09-03,,,
SE19631,8511015,s5967,2022-01-22,,,
SE19632,1176721,s1398,2022-02-02,,,
SE19633,6839350,s1889,2023-04-18,,,
SE19634,1021841,s5584,2023-03-23,,,
SE19635,5601535,s4639,2022-07-20,,,
SE19636,8298845,s7667,2023-03-14,,,
SE19637,1538698,s1970,2023-04-01,,,
SE19638,371086,s6718,2023-04-16,,,
SE19639,2719314,s7921,2023-03-12,,,
SE19640,5634669,s2578,2021-03-21,,,
SE19641,2113586,s3470,2023-04-10,,,
SE19642,6112030,s4998,2023-01-16,,,
SE19643,5727012,s2348,2023-02-10,,,
SE19644,2299749,s6337,2023-03-27,,,
SE19645,2027254,s55,2021-04-15,,,
SE19646,4868063,s4246,2023-02-25,,,
SE19647,3385116,s5476,2020-05-14,,,
SE19648,3459444,s8798,2023-03-17,,,
SE19649,7876582,s5878,2023-04-16,,,
SE19650,1773270,s3643,2020-11-13,,,
